"Guide Title","Guide #","# of pages","Country","State/Province","Category/Subcategory","Authors","Date created","Year published","Language"
"Loreto -- Large Mammals","287","4","Peru","","Animals, Mammals","Renata Leite Pitman","August, 2012","2012","English"
"Loreto -- Jenaro Herrera Amphibians and Reptiles","286","10","Peru","","Animals, Amphibians, Reptiles","Marcelo Guerrero, Pablo J. Venegas, Giuseppe Gagliardi, Armando Suarez, Rolando Toyama, Víctor H. Contreras, Jasmin Ruiz","","2011","English"
"Minas Gerais -- Itacolomi Bromeliads","285","3","Brazil","","Plants, Climbers, Epiphytes, Terrestrial herbs","Thiago dos Santos Coser, Cláudio Coelho de Paula","","2010","English"
"Pernambuco -- Fleshy Fruits of the Atlantic Forest","284","7","Brazil","","Plants, Fruits, Seeds, Shrubs and treelets, Trees","Jussara Adriana Novaes Souza, Marccus Alves","","2010","English"
"Pernambuco -- Liana Stems of the Usina São José","283","5","Brazil","Pernambuco","Plants, Climbers","Juan Diego García-González, Marccus Alves","January, 2011","2011","English"
"Pernambuco -- Mimosa","282","4","Brazil","","Plants, Shrubs and treelets, Terrestrial herbs","Juliana Santos Silva","","2010","English"
"Boyacá -- Santa María Araceae","281","4","Colombia","","Plants, Climbers, Epiphytes, Terrestrial herbs","Alejandro Zuluaga, Julio Betancur, Thomas Croat","","2011","English"
"Southeast Peru -- Vochysiaceae","280","2","Peru","","Shrubs and treelets, Trees, Plants, Plants","Isau Huamantupa, Robin B. Foster","","2010","English"
"Minas Gerais -- Ibitipoca Poaceae","279","4","Brazil","","Plants, Climbers, Terrestrial herbs","Fabrício Moreira Ferreira, Pedro Lage Viana, Andrea Ferreira da Costa","","2011","English"
"Espírito Santo -- Linhares Annonaceae da Vale","278","2","Brazil","","Shrubs and treelets, Trees, Plants, Plants","Adriana Q. Lobão, Geovane S. Siqueira, Luiz Menini Neto, Paul J. Maas","","2010","English"
"Mata Atlântica -- Pouteria (Sapotaceae)","277","2","Brazil","","Shrubs and treelets, Trees, Plants, Plants","Anderson Alves-Araújo, Marccus Alves","","2010","English"
"Amazonas -- Manaus Useful Palms","276","3","Brazil","","Plants, Fruits, Seeds, Shrubs and treelets, Trees, Useful plants","Gina Frausin Bustamante, Ires Paula de Andrade Miranda, Afonso Rabelo","","2010","English"
"Brazilian Dorstenia","275","3","Brazil","","Plants, Terrestrial herbs","Marcelo Dias Machado Vianna Filho, Andrea Ferreira da Costa, Vidal de Freitas Mansano","","2011","English"
"Rio Grande do Norte -- Seridó Plants of the Caatinga","274","8","Brazil","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Alan de Araújo Roque, Maria Iracema Bezerra Loiola, Jomar Gomes Jardim","","2010","English"
"Roraima -- Fruit consumed by tapir on Maracá Island","272","2","Brazil","","Plants, Climbers, Fruits, Seeds, Shrubs and treelets, Terrestrial herbs, Trees","Flávia Pinto","","2010","English"
"Pará -- Riozinho do Anfrísio Amphibians","271","4","Brazil","","Animals, Amphibians","Flávio Bezerra Barros, Luís Vicente, Henrique M. Pereira","","2010","English"
"Pará -- Riozinho do Anfrísio Fishes","270","2","Brazil","","Animals, Fishes","Flávio Bezerra Barros, Henrique M. Pereira, Luís Vicente","","2010","English"
"Minas Gerais -- Serra do Cipó Vochysiaceae","269","2","Brazil","","Shrubs and treelets, Trees, Plants, Plants","Gustavo Hiroaki Shimizu, Kikyo Yamamoto","","2010","English"
"Pernambuco -- Aroids of the Usina São José ","268","2","Brazil","","Plants, Climbers, Epiphytes, Terrestrial herbs","Tiago Arruda Pontes, Marccus Alves","May, 2010","2010","English"
"São Paulo -- Fontes do Ipiranga Climbing Plants","267","2","Brazil","","Plants, Climbers","Berta L.P. Villagra, Sergio Romaniuc Neto","","2010","English"
"Bahia -- Fabaceae Sophoreae","266","4","Brazil","","Shrubs and treelets, Trees, Plants, Plants","Domingos Cardoso, Luciano P. de Queiroz, Haroldo C. de Lima","","2010","English"
"Asteraceae of Brazil -- Eupatorieae-Gyptidinae","265","4","Brazil","","Plants, Shrubs and treelets, Terrestrial herbs","Silvana da Costa Ferreira, Nádia Roque, Luiz Menini Neto","","2010","English"
"Minas Gerais -- Toca dos Urubus Plantas","263","12","Brazil","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Fabrício Moreira Ferreira, Rafaela Campostrini Forzza, Luiz Menini Neto","","2010","English"
"Loreto -- Amphibians and Reptiles","262","14","Peru","","Animals, Amphibians, Reptiles","Giuseppe Gagliardi-Urrutia","","2010","English"
"Roraima -- Capsicum Peppers","261","6","Brazil","","Plants, Fruits, Shrubs and treelets, Terrestrial herbs, Useful plants","Reinaldo Imbrozio Barbosa, Joaci de Freitas Luz, Herundino do Nacimento Filho, Cicei B. Maduro","","2009","English"
"Microlichens of the World: Graphidaceae","260","4","","","Lichens, Fungi and Lichens","Eimy Rivas Plata, Robert Lücking, H. Thorsten Lumbsch","","2009","English"
"Central Amazonia: Amphibians and Reptiles","259","13","Ecuador","","Animals, Amphibians, Reptiles","H. Mauricio Ortega-Andrade","","2010","English"
"Bahia -- Apocynaceae","258","8","Brazil","","Plants, Shrubs and treelets, Terrestrial herbs, Trees","Alessandro Rapini","","2010","English"
"Ant Birds of Peru and Bolivia","256","16","Peru, Bolivia","","Animals, Birds","Joseph A. Tobias","","2009","English"
"Mata Atlântica -- Croton trees (Euphorbiaceae)","255","2","Brazil","","Shrubs and treelets, Trees, Plants, Plants","Maria Beatriz Rossi Caruzo, Ricarda Riina, Inês Cordeiro","","2009","English"
"Pará -- Fruits and Flowers Eaten by the Blackbearded Saki Monkey at Tucuruí","254","10","Brazil","","Plants, Climbers, Fruits, Seeds, Shrubs and treelets, Trees","Liza Maria Veiga","","2012","English"
"Cladoniaceae of Thailand","253","2","Thailand","","Lichens, Fungi and Lichens","Sittiporn Parnmen, Achariya Rangsiruji, Pachara Mongkolsuk, Kansri Boonpragob, H. Thorsten Lumbsch","August, 2009","2009","English"
"Lecanoracae of Thailand","252","2","Thailand","","Lichens, Fungi and Lichens","Khwanruan Papong, H. Thorsten Lumbsch","June, 2009","2009","English"
"The genus Orthophytum (Bromeliaceae)","251","2","Brazil","","Plants, Climbers, Epiphytes, Terrestrial herbs","Rafael Batista Louzada, Maria das Graças Lapa Wanderley","","2009","English"
"Amazonia -- Butterflies: Nymphalidae. Satyrinae","250","10","Colombia","","Animals, Insects","Jaime Pinzón-C.","","2009","English"
"Amazonia -- Butterflies: Hesperiidae","249","10","Colombia","","Animals, Insects","Jaime Pinzón-C.","","2011","English"
"Orinoquía -- Fruits, seeds, flowers consumed by Fish","248","14","Colombia","","Plants, Climbers, Fruits, Seeds, Shrubs and treelets, Terrestrial herbs, Trees","Francisco Antonio Castro Lima","","2009","English"
"Minas Gerais -- Ibitipoca Apocynaceae","247","2","Brazil","","Plants, Climbers, Epiphytes, Terrestrial herbs","Lia Monguilhott, Renato de Mello-Silva","","2009","English"
"Puntarenas -- Frogs of Osa Peninsula","246","2","Costa Rica","","Animals, Amphibians","Tanya J. Hawley","","2008","English"
"Loreto -- Jenaro Herrera 40 Common Trees","245","2","Peru","","Shrubs and treelets, Trees, Plants, Plants","Nállarett Dávila, Eurídice Honorio","","2009","English"
"The genus Drymonia (Gesneriacee)","244","6","","","Plants, Climbers, Epiphytes, Terrestrial herbs","Laura Clavijo-R., John L. Clark","","2009","English"
"Madre de Dios -- Manu, Cocha Cashu Seedlings","243","14","Peru","","Plants, Climbers, Seedlings, Shrubs and treelets, Terrestrial herbs, Trees","Patricia Alvarez Loayza, C.E. Timothy Paine","May, 2015","2015","English"
"Madre de Dios -- Manu, Cocha Cashu Seeds","242","20","Peru","","Plants, Climbers, Seeds, Shrubs and treelets, Terrestrial herbs, Trees","Patricia Alvarez Loayza,  C.E. Timothy Paine","August, 2014","2014","English"
"Madre de Dios -- Manu, Cocha Cashu Fruits","241","22","Peru","","Plants, Climbers, Fruits, Shrubs and treelets, Terrestrial herbs, Trees","Patricia Alvarez Loayza,  C.E. Timothy Paine","May, 2013","2013","English"
"Amazonas -- Uatumã Reserve - Pteridophyta","240","8","Brazil","","Epiphytes, Terrestrial herbs, Plants, Plants","Gabriela Zuquim, Jefferson Prado","","2008","English"
"Ericaceae of Bolivia","239","6","Bolivia","","Plants, Shrubs and treelets, Terrestrial herbs, Trees","James L. Luteyn, Paola Pedraza-Peñalosa","","2007","English"
"Cusco -- Machu Picchu Ericaceae","238","4","Peru","","Plants, Shrubs and treelets, Terrestrial herbs, Trees","James L. Luteyn, Paola Pedraza-Peñalosa","","2007","English"
"Sur Occidente -- Amphibians and Reptiles","237","4","Ecuador","","Animals, Amphibians, Reptiles","Mario Yánez-Muñoz, Paúl Meza-Ramos, Carlos César Martínez, Marco Reyes P.","","2009","English"
"Madre de Dios -- Amphibians of Manu and Tambopata","236","12","Peru","","Amphibians, Animals","Rudolf von May, Jennifer M. Jacobs, Randy D. Jennings, Alessandro Catenazzi, Lily O. Rodríguez","","2010","English"
"Veracruz -- Los Tuxtlas - Climbers, Epiphytes, & Herbs","235","12","Mexico","","Plants, Climbers, Epiphytes, Terrestrial herbs","Guillermo Ibarra-Manríquez","","2007","English"
"Bocas del Toro - Plants of Isla Colón","234","15","Panama","Bocas del Toro","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin Foster,  Sune Holt,  Ute Knoerr","June, 2013","2013","English"
"Bocas del Toro -- Isla Bastimentos - Plants","233","9","Panama","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin Foster,  Sune Holt,  Ute Knoerr,  Rosemary Barraclough,  Edna Davion","June, 2013","2013","English"
"Madre de Dios -- Large Mammals","231","4","Peru","","Animals, Mammals","Renata Leite Pitman","","2009","English"
"Madre de Dios -- Hummingbirds","230","10","Peru","","Animals, Birds","Joseph A. Tobias, Philip Koch, Chris Merkord","","2008","English"
"Selected Native Orchids of Colombia","229","9","Colombia","","Plants, Climbers, Epiphytes, Terrestrial herbs","Luis Alfonso Gallón L.","","2012","English"
"Imbabura -- Los Cedros Pleurothallid Orchids","228","2","Ecuador","","Plants, Climbers, Epiphytes, Terrestrial herbs","Lorena Endara, Stig Dalström, Alexander Reynolds","","2009","English"
"Caquetá - Useful Plants of the Indigenous Murui Muinane","227","3","Colombia","","Useful plants","Gina Frausin, Edwin Trujillo-Trujillo , Marco A. Correa","July, 2016","2016","English"
"Amazonia -- Butterflies: Lycaenidae","225","4","Colombia","","Animals, Insects","Jaime Pinzón-C.","","2009","English"
"Amazonia -- Butterflies: Riodinidae","224","20","Colombia","","Animals, Insects","Jaime Pinzón-C.","","2009","English"
"Amazonia -- Butterflies: Nymphalidae.: Heliconinae Ithomiinae","223","10","Colombia","","Animals, Insects","Jaime Pinzón-C.","","2009","English"
"Juan Fernández -- Isla Robinson Crusoe - Native Plants vs Introduced","222","2","Chile","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Lisa Castillo Nelis","","2006","English"
"Bahia -- Parque Mucugê Orchidaceae","221","2","Brazil","","Plants, Climbers, Epiphytes, Terrestrial herbs","Cecília Oliveira de Azevedo, Cássio van den Berg","","2006","English"
"Eastern Brazil -- Araliaceae","220","2","Brazil","","Shrubs and treelets, Trees, Plants, Plants","Pedro Fiaschi","","2006","English"
"Minas Gerais -- Ibitipoca Orchidaceae","218","4","Brazil","","Plants, Climbers, Epiphytes, Terrestrial herbs","Luiz Menini Neto, Rafaela Campostrini Forzza","","2006","English"
"Minas Gerais -- Ibitipoca Bromeliaceae","217","4","Brazil","","Plants, Climbers, Epiphytes, Terrestrial herbs","Raquel Fernandes Monteiro, Luiz Menini Neto, Rafaela Campostrini Forzza","","2007","English"
"Southern Brasil -- Marine Macroalgae","216","2","Brazil","","Algae, Algae","Carlos E. Amancio, Guilherme H. Pereira Filho, José B. Barufi, Eurico C. Oliveira, Estela M. Plastino","July, 2006","2006","English"
"Veracruz -- Los Tuxtlas - Trees & Shrubs","215","12","Mexico","","Plants, Shrubs and treelets, Trees","Guillermo Ibarra-Manríquez","","2007","English"
"Pichincha -- Bosque Seco Jerusalén Common Plants","214","4","Ecuador","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Florian A. Werner","","2009","English"
"São Paulo -- Pedregulho: Cerrado Flora","213","4","Brazil","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Denise Sasaki, Renato de Mello-Silva","","2009","English"
"The genus Oxypetalum (Asclepiadoideae)","212","4","Brazil","","Plants, Climbers, Epiphytes, Terrestrial herbs","Maria Ana Farinaccio, Renato de Mello-Silva","","2007","English"
"Mata Atlântica -- Anthurium (Araceae)","211","2","Brazil","","Plants, Climbers, Epiphytes, Terrestrial herbs","Lívia Godinho Temponi, Marcus A. Nadruz Coelho","","2010","English"
"Minas Gerais -- Rio Doce State Park - Araceae","210","2","Brazil","","Plants, Climbers, Epiphytes, Terrestrial herbs","Lívia Godinho Temponi, Flávia Cristina Pinto Garcia","","2006","English"
"Loreto -- Allpahauyo-Mishana Mushrooms","209","8","Peru","","Mushrooms, Fungi and Lichens","Maribel Espinoza A., Magdalena Pavlich H., Milagro Mata H., Teresa Mori D.","","2006","English"
"Amazonia -- Butterflies: Nymphalidae.: Nymphalinae, Apaturinae, Danainae","208","4","Colombia","","Animals, Insects","Jaime Pinzón-C.","","2009","English"
"Amazonia -- Butterflies: Nymphalidae.: Limenitidinae and Charaxinae","207","4","Colombia","","Animals, Insects","Jaime Pinzón-C.","","2009","English"
"Amazonia -- Butterflies: Nymphalidae.: Biblidinae","206","8","Colombia","","Animals, Insects","Jaime Pinzón-C.","","2009","English"
"Madre de Dios -- Manu, Cocha Cashu Fish","205","4","Peru","","Animals, Fishes","Darwin Osorio, Hernan Ortega","","2006","English"
"Ericaceae of Ecuador","203","20","Ecuador","","Plants, Shrubs and treelets, Terrestrial herbs, Trees","James L. Luteyn","","2007","English"
"Amazonia -- Butterflies: Pieridae","202","4","Colombia","","Animals, Insects","Jaime Pinzón-C.","","2009","English"
"Amazonia -- Butterflies: Nymphalidae.: Brassolinae Morphinae","201","5","Colombia","","Animals, Insects","Jaime Pinzón-C.","","2009","English"
"Vaupés -- Caparú Fruits consumed by primates","200","6","Colombia","","Plants, Climbers, Fruits, Shrubs and treelets, Trees","Laura Clavijo-R.","","2006","English"
"Patagonia--Somuncura-Plants","199","4","Argentina","","Plants, Terrestrial herbs","Héctor Troiani, Adriana Bartoli","","2006","English"
"Fern genera of Cuba","198","10","Cuba","","Epiphytes, Terrestrial herbs, Plants, Plants","Manuel J. G. Caluff, Gustavo Shelton Serrano, Nicasio Viña Bayés","","2006","English"
"Santiago de Cuba y Guantánamo -- Reserva Baconao Amphibians & Reptiles","197","4","Cuba","","Animals, Amphibians, Reptiles","Ansel Fong G., Nicasio Viña Dávila","","2006","English"
"Polymita Snails of Cuba","196","1","Cuba","","Animals, Other invertebrates","David Maceira Filgueira, Nicasio Viña Dávila","","2006","English"
"Palms-Chamaedorea of Belize","195","4","Belize","","Shrubs and treelets, Trees, Plants, Plants","Nancy C. Garwood, Samuel Bridgewater","","2005","English"
"Madre de Dios -- Reptiles","194","8","Peru","","Animals, Reptiles","Rudolf von May, Louise H. Emmons, Guillermo Knell, Jennifer M. Jacobs, Lily O. Rodríguez","","2006","English"
"Amazonia -- Frogs & Toads","193","4","Ecuador","","Animals, Amphibians","Martín R. Bustamante","","2006","English"
"Rio de Janeiro -- Parque Prainha Monocotyledons","192","4","Brazil","","Plants, Climbers, Epiphytes, Terrestrial herbs","M. Bocayuva, C.A. Zaldini, L.T.J. Cardoso, R. Dias-Melo, P. Leitman, B.R. Silva, J.M.A. Braga, Rafaela Campostrini Forzza","","2006","English"
"Santa Cruz -- Amboró Pteridophyta [Ferns etc.]","191","10","Bolivia","","Epiphytes, Terrestrial herbs, Plants, Plants","Michael A. Sundue","","2006","English"
"Amazonia -- Butterflies: Papilionidae","190","6","Colombia","","Animals, Insects","Jaime Pinzón-C.","","2006","English"
"Minas Gerais -- Fruits of Caratinga Biological Station","189","6","Brazil","","Plants, Climbers, Fruits, Shrubs and treelets, Trees","Jean Philippe Boubli, Fabiana Couto-Santos","","2005","English"
"Minas Gerais -- Biological Station of Caratinga Seeds","188","6","Brazil","","Plants, Climbers, Seeds, Shrubs and treelets, Trees","Jean Philippe Boubli, Fabiana Couto-Santos","","2005","English"
"Acre -- Timber Trees","187","12","Brazil","","Plants, Trees","Christopher Baraloto, Francisco Walthier, Evandro Ferreira, Cara Rockwel","","2005","English"
"Área del Canal -- Barro Colorado Palms","184","2","Panama","","Shrubs and treelets, Trees, Plants, Plants","Robin B. Foster, Rolando Pérez, Sálomon Aguilar, Tyana Wachter","","2005","English"
"Nariño -- La Planada-25ha Trees & Shrubs","183","10","Colombia","","Shrubs and treelets, Trees, Plants, Plants","Iván Andrés Gil-Ch., Martha Isabel Vallejo J.","","2005","English"
"Cusco -- Cosñipata-Trocha Unión Tree Ferns","182","2","Peru","","Epiphytes, Terrestrial herbs, Plants, Plants","Karina Garcia, William Farfán, Norma Salinas R., Blanca León","","2005","English"
"Cusco -- Orchids of Machu Picchu","181","2","Peru","","Plants, Climbers, Epiphytes, Terrestrial herbs","Norma Salinas R., William Nauray H.","","2005","English"
"Minas Gerais -- Serra da Canastra National Park - Asclepiadaceas","180","4","Brazil","","Plants, Climbers, Epiphytes, Terrestrial herbs","Maria Ana Farinaccio, Renato de Mello-Silva","","2005","English"
"Ericaceae of Costa Rica and Panama","178","8","Costa Rica, Panama","","Plants, Shrubs and treelets, Terrestrial herbs, Trees","James L. Luteyn, Maria Lucia Kawasaki","","2005","English"
"Common Genera of Menispermaceae","177","4","","","Plants, Climbers, Epiphytes, Terrestrial herbs","Rosa Ortiz-Gentry","","2005","English"
"Loreto -- Allpahauyo-Mishana Burseraceae","176","11","Peru","","Shrubs and treelets, Trees, Plants, Plants","Paul Fine","","2005","English"
"Ica -- Islas Ballestas Birds, Paracas Lizards","175","2","Peru","","Animals, Birds, Reptiles","Alessandro Catenazzi","","2005","English"
"Heliconias of Peru - common species","174","4","Peru","","Plants, Terrestrial herbs","W. John Kress, Robin B. Foster, Karla M. Meza V.","","2005","English"
"Kuna Yala -- Coast Common Trees & Shrubs","173","12","Panama","","Shrubs and treelets, Trees, Plants, Plants","Rutilio Paredes, Rolando Pérez, Robin B. Foster","","2005","English"
"Corals of Cuba","172","2","Cuba","","Animals, Other invertebrates","Leopoldo Viña Dávila, Nicasio Viña Bayés","","2005","English"
"Scorpions of Cuba","171","2","Cuba","","Animals, Spiders and scorpions","Rolando Teruel Ochoa, Nicasio Viña Bayés","","2005","English"
"Santiago de Cuba -- Reserva Siboney-Juticí Amphibians & Reptiles","170","2","Cuba","","Animals, Amphibians, Reptiles","Ansel Fong G., Nicasio Viña Dávila, Nicasio Viña Bayés","","2005","English"
"Santiago de Cuba -- Gran Piedra y Pico Mogote Amphibians & Reptiles","169","2","Cuba","","Animals, Amphibians, Reptiles","Ansel Fong G., Nicasio Viña Dávila, Nicasio Viña Bayés","","2005","English"
"Kuna Yala -- Palms of Kuna Yala","168","4","Panama","","Shrubs and treelets, Trees, Plants, Plants","Rutilio Paredes, Rolando Pérez, Robin B. Foster","","2005","English"
"Minas Gerais -- Atlantic Forest - Flowering Plants ","167","4","Brazil","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Lúcio de Souza Leoni","","2004","English"
"Pichincha -- Orchids of Maquipucuna","166","10","Ecuador","","Plants, Climbers, Epiphytes, Terrestrial herbs","Alexander Reynolds","","2004","English"
"Madre de Dios -- Tambopata Frogs & Toads","165","2","Peru","","Animals, Amphibians","Guillermo Knell, Rudolf von May, Lily O. Rodríguez, Alessandro Catenazzi","","2004","English"
"San Martín, Loreto -- Cordillera Azul, Common Plants of Chambirillo","164","14","Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Noe Ushinahua P., Bildoso Sangama G., Robin B. Foster","","2004","English"
"San Martín, Loreto -- Cordillera Azul, Conspicuous Plants of Chambirillo","163","2","Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Noe Ushinahua P., Bildoso Sangama G., Robin B. Foster","","2004","English"
"Loreto -- Río Yavarí Conspicuous Plants","162","2","Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Hamilton Beltrán, Corine Vriesendorp, Roosevelt García, Nigel Pitman","","2003","English"
"Loreto -- Río Yavarí Palms","161","4","Peru","","Shrubs and treelets, Trees, Plants, Plants","Robin B. Foster, Hamilton Beltrán, Corine Vriesendorp, Roosevelt García, Nigel Pitman","","2003","English"
"Arequipa -- Valle del Cotahuasi Common Plants","160","8","Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Maritza Rodriguez Diaz","","2013","English"
"Orellana -- Common Epiphytes of Yasuní","159","","Ecuador","","Plants, Epiphytes","Holger Kreft, Nils Köster","","2013","English"
"Loja, Zamora -- Podocarpus Park, Montane Landslides & Pioneer Flora","158","2","Ecuador","","Plants, Shrubs and treelets, Terrestrial herbs","Pablo Lozano, Rainer Bussmann","","2003","English"
"Paraná -- Parque Baitaca, Morro de Anhangava Common Trees","156","2","Brazil","","Plants, Shrubs and treelets, Trees","Nigel Pitman, Carlos Vellozo Roderjan, Robin B. Foster","","2003","English"
"Amphibians and Reptiles of Cuba","155","3","Cuba","","Animals, Amphibians, Reptiles","Luis M. Díaz","","2003","English"
"Pando -- Federico Román Conspicuous Plants","154","2","Bolivia","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Janira Urrelo Z, Bil Alverson, Julio Alberto Rojas Guamán, Daniel Ayaviri F.","","2003","English"
"Matanzas -- Ciénaga de Zapata Conspicuous Plants","152","2","Cuba","","Plants, Aquatic plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Ramona Oviedo P., Tania Chateloin, Robin B. Foster","","2003","English"
"Matanzas -- Ciénaga de Zapata Common Plants","151","18","Cuba","","Plants, Aquatic plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Ramona Oviedo P., Tania Chateloin, Robin B. Foster","","2003","English"
"Chiriquí -- Conspicuous Plants of La Fortuna Reserve","150","2","Panama","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Corine Vriesendorp, Robin B. Foster, Tyana Wachter, Laura Torres, Edna Davion, Rosemary Barraclough","","2003","English"
"Chiriquí -- Common Plants of La Fortuna Reserve","149","10","Panama","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Corine Vriesendorp, Robin B. Foster, Tyana Wachter, Laura Torres, Edna Davion, Rosemary Barraclough","","2003","English"
"Pando -- Federico Román Climbers, Herbs, Epiphytes","148","12","Bolivia","","Plants, Climbers, Epiphytes, Terrestrial herbs","Robin B. Foster, Janira Urrelo Z., Bil Alverson, Julio Alberto Rojas Guamán, Daniel Ayaviri F.","","2004","English"
"Pando -- Federico Román Trees & Shrubs","147","34","Bolivia","","Plants, Shrubs and treelets, Trees","Robin B. Foster, Janira Urrelo Z., Bil Alverson, Julio Alberto Rojas Guamán, Daniel Ayaviri F.","","2003","English"
"Pando -- Federico Román Palms","146","2","Bolivia","","Plants, Shrubs and treelets, Trees","Robin B. Foster, Janira Urrelo Z., Bil Alverson, Julio Alberto Rojas, Daniel Ayaviri F.","","2003","English"
"Yunnan -- Baoshan, Conspicuous Plants of the Gaoligong Mountains","145","2","China","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Jiali Qin, Robin B. Foster, Jun Wen, Heng Li","","2003","English"
"Yunnan -- Baoshan, Southern Gaoligongshan Common Plants","143","22","China","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Jiali Qin, Robin B. Foster, Jun Wen, Heng Li","","2003","English"
"Atlantic Coast -- Common Trees Miskita version","142","2","Nicaragua","","Plants, Shrubs and treelets, Trees","Nidia Matamoros, Ray Garth, Robin B. Foster, Iñigo de la Cerda, John Vandermeer","","2002","English"
"Querétaro - Ciudad de Querétaro Trees & Shrubs","138","2","Mexico","","Plants, Shrubs and treelets, Trees","Gilberto Ocampo Acosta, Joel Quesada Mejorada, Rocío Aguirre López","","2002","English"
"Chocó -- Araceae of Cabo Corriente","137","4","Colombia","","Plants, Climbers, Epiphytes, Terrestrial herbs","Marcela Mora, Thomas Croat, Rodrigo Bernal","","2002","English"
"Flores Atractivas - Roadsides & Gardens of Nicaragua","136","4","Nicaragua","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Alfredo Grijalva","","2003","English"
"Dye Plants & their Products","135","4","Nicaragua","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees, Useful plants","Lissette Grijalva","","2002","English"
"Dye Plants of Nicaragua","134","4","Nicaragua","","Plants, Climbers, Epiphytes, Fruits, Shrubs and treelets, Terrestrial herbs, Trees, Useful plants","Lissette Grijalva","","2002","English"
"Cundinamarca -- Albán, Granjas del Padre Luna Common Plants","133","4","Colombia","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Gloria Galeano, Margarita O-Zethelius, Catalina Giraldo","","2002","English"
"Boyacá -- Santa María de Chivor Bromeliads and Heliconias","132","2","Colombia","","Plants, Climbers, Epiphytes, Terrestrial herbs","Julio Betancur, Margarita O-Zethelius","","2002","English"
"São Paulo -- Fruits of the Atlantic Forest","131","4","Brazil","","Plants, Climbers, Epiphytes, Fruits, Seeds, Shrubs and treelets, Trees","Marco Aurelio Pizo, L. Patrícia C. Morellato, Ivonne S.M. Galardo, Valesca B. Zipparro","","2002","English"
"Foliicolous Lichens of the World","130","6","","","Fungi and Lichens, Lichens","Robert Lücking, Marcela Cáceres","","2002","English"
"Loreto -- Río Nanay Common Plants","129","2","Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin B. Foster, Rodolfo Vásquez, Italo Mesones, Paul Fine, Heike Betz, Mary Giblin","","2002","English"
"Loreto -- Climbers, Herbs & Epiphytes of Allpahauyo-Mishana","128","12","Peru","","Plants, Climbers, Epiphytes, Terrestrial herbs","Robin B. Foster, Rodolfo Vásquez, Italo Mesones, Paul Fine, Heike Betz, Mary Giblin","","2002","English"
"Euphorbiaceae of Ecuador - common genera","127","8","Ecuador","","Plants, Shrubs and treelets, Terrestrial herbs, Trees","Carlos E. Cerón, Robin B. Foster","","2003","English"
"Pichincha -- Common Plants of Pululahua","126","2","Ecuador","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Carlos E. Cerón","","2002","English"
"Guayas -- Common Plants of the Churute Mangroves","125","2","Ecuador","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Carlos E. Cerón","","2003","English"
"Common Plants of the Western Slopes","124","4","Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Hamilton Beltrán, Mário Benavente","","2002","English"
"Medicinal Plants of Peru","123","2","Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees, Useful plants","Hamilton Beltrán, Mário Benavente","","2002","English"
"Heredia -- Sarapiquí, Seedlings of Woody Plants of La Selva","122","6","Costa Rica","","Plants, Climbers, Seedlings, Shrubs and treelets, Trees","Corine Vriesendorp, Ademar Hurtado, Orlando Vargas, Yehudi Hernandez","","2002","English"
